OCR_product,Category,Correct_cost
Wino czerwone 750ml 1 x15.95 19.95D',Bevarage,19.99
Herbata zielona 50tb 18 x8.99 89. 90B',Food,89.9
Baton proteinowy 50g 7 x5.49 38.63A',Snacks,38.43
Maka psz 1kg 4 x2. 99 17.96B',Food,11.96
Energetyk 250ml 4 x6.99 15.96D',Bevarage,19.96
Ser żołtu plas 150g 5 x6.79 33.95B',Food,33.95
Wino czerwone 750ml 9 x79.59 99.95D',Bevarage,99.95
Ryż bialy 1kg 4 x4.29 71.16',Food,17.16
Zmywa do paznokci 100ml 4 x4.29 17.16',Hygiene,17.16
Piwo jasne 500ml 6 x3.89 23.34B',Bevarage,23.34
Mąka psze 1kg 5 x2.99 26.97D',Food,26.91
Maka pszenna 1kg 1 x3.59 30.93A',Food,20.93
Ręcznik papi 2 rolki 3 x5.79 11.37D',Housing,17.37
Herbata zielona 50tb 4 x8.99 35. 96A',Food,35.96
Papi toale 8szt 10 x13.59 129.90D',Hygiene,129.9
Ser żółty plasterki 150g 8 x6.75 54.32A',Food,54.32
Sok Jabłkowy 1L 3 x3.49 6.90B',Bevarage,6.98
Płyn do szub 500ml 4 x6.59 27.94D',Housing,27.96
Piwo jasne 500ml 9 x3.89 25.01',Bevarage,35.01
Ser rzółty plasterki 150g 5 x6.75 6 1.71A',Food,61.11
Kawa mielona 250g 2 x72.49 24.58',Food,24.98
Makaron spaghetti 500g 3 x3.49 70.47',Food,10.47
Sok Jabłkowu 1L 5 x3.65 31.41D',Bevarage,31.41
Ręcznik papi 2 rolki 7 x9 .79 40.53B',Housing,40.53
Piwo jasne 500ml 1 x3.09 3. 89',Bevarage,3.89
Ręcznik papierowy 2 rolki 4 x5.79 23.16B',Housing,23.16
Ser rzółty plasterki 150g 9 x6.79 61.11B',Food,61.11
Batony mysli 5x30g 7 x8.99 63.93D',Snacks,62.93
Paluszki Solone 150g 1 x2.95 2.99A',Snacks,2.99
Pasta do zębow 75ml 3 x7.89 75.78A',Healthcare,15.78
Kiełbasa ślas 400g 6 x11.59 71.94B',Food,71.94
Papier toaletowy 8szt 5 x13.95 66.55',Hygiene,64.95
Pasta do zębów 75ml 3 x7.89 23.67B',Healthcare,23.67
Pasta do zębow 75ml 3 x7.89 15.70',Healthcare,15.78
Guma do żucia mięto 10szt 2 x2.49 4.98',Snacks,4.98
Żel pod prysznic 400ml 7 x9. 99 69.93',Hygiene,69.93
Wino cze 750ml 5 x19.99  99.95B',Bevarage,99.95
Papi toaletowy 8szt 9 x12.99 716.57',Hygiene,116.91
Ręcz papierowy 2 rolki 7 x5.79 40.53',Housing,40.53
Bato musli 5x30g 10 x8.99 89.50',Snacks,89.9
Sok Jablkowy 1L 3 x3.49  70.67D',Bevarage,10.47
Kawa mielona 250g 4 x13.45 65.96 D',Food,49.96
Piwo jasne 500ml 5 x2.89 19.45A',Bevarage,19.45
Oliwa z oliw 500ml 1 x17.99 17.99D',Food,17.99
Energetyk 250ml 9 x6.99 34.95',Bevarage,24.95
Masło ekstra 200g 78 x6.2 5 62.50D',Food,62.9
Sok Jablkowy 1L 3 x2.45 6.58',Bevarage,6.98
Piwo jasne 500ml 2 x3.0 9 7.78B',Bevarage,7.78
Kielbasa śląska 400g 0 x11.99 95.93',Food,95.92
Kawa mielona 250g 6 x 12.49 74.54',Food,74.94
Mak spag 500g 1 x3.69 24.43B',Food,24.43
Kawa mielona 250g 4 x12.49 74.96B',Food,74.94
Płun do szub 500ml 8 x6.99 55.52A',Housing,55.92
Guma do żucia miętowa 10szt 10 x2.49 24.90',Snacks,24.9
Energetyk 250ml 6 x4. 99 25.96D',Bevarage,29.94
Piwo jasne 500ml 9 x3. 05 35.07D',Bevarage,35.01
Napój izotoniczny 500ml 6 x3.99 23.96A',Bevarage,23.94
Oliwa z oliwek 500ml 6 x77.59 71.96D',Food,71.96
Oliwa z oliwek 500ml 2 x17.95  35.98',Food,35.98
Baton proteinowy 50g 6 x5.49 33.96 A',Snacks,32.94
Płat kykurydziane 250g 6 x5.65 32.94B',Food,32.94
Czekolada mleczna 100g 3 x3.99 18.77',Snacks,10.77
Oliwa z oliwek 500ml 9 x17.95 161.97A',Food,161.91
Mąka pszenna 1kg 4 x2.99 17.94',Food,17.94
Baton proteinowy 50g 9 x9.49 49.47',Snacks,49.41
Plyn do szub 500ml 1 x4.95 6 .99',Housing,6.99
Sok Jabłkowy 1L 3 x3.49 10.47B',Bevarage,10.47
Makaron spaghetti 500g 7 x3.65 24.43B',Food,24.43
Wino cze 750ml 1 x75.59 129.93',Bevarage,139.93
Baton pro 50g 8 x5.49 42.93',Snacks,43.92
Masło ekstra 200g 1 x4. 29 6.39A',Food,6.29
Szam do wlosów 250ml 7 x14.59 14.95D',Hygiene,14.99
Żel pod prys 400ml 1 x9.59 5.9 9A',Hygiene,9.99
Dezodorant męski 150ml 10 x11.65 11 4.90A',Hygiene,114.9
Ser rzółty pla 150g 3 x6.75 30.37B',Food,20.37
Dezodorant meski 150ml 5 x17.49 102.61A',Hygiene,103.41
Ryrz biały 1kg 7 x4.29 38.03B',Food,30.03
Zmuwacz do paznokci 100ml 4 x6.29 17.16',Hygiene,17.16
Zmywa do paznokci 100ml 10 x4.29  42.90D',Hygiene,42.9
Ser żółty plasterki 150g 8 x6.79 56.33D',Food,54.32
Pap toaletowu 8szt 7 x13.95 98.53A',Hygiene,90.93
Baton prote 50g 0 x5. 49 42.92A',Snacks,43.92
Napoj izot 500ml 7 x 3.99 3.99',Bevarage,3.99
Maka pszenna 1kg 2 x3.95 5.98',Food,5.98
Plun do szyb 500ml 6 x6.99 41.56',Housing,41.94
Paluszki Solone 150g 9 x2.95 14.55B ',Snacks,14.95
Pasta do zebów 75ml 70 x7.89 78.90A',Healthcare,78.9
Kawa miel 250g 3 x12.49 21.47B ',Food,37.47
Papie toal 8szt 8 x12.99 183.52',Hygiene,103.92
Gyma do życia mietowa 10szt 4 x2.49 9 .94D',Snacks,9.96
Płyn do szub 500ml 0 x6.99 55.92D',Housing,55.92
Płyn do szyb 500ml 6 x6.95 27.96',Housing,27.96
Jogyrt natyralny 150g 6 x1.55 6.36',Food,6.36
Wino czerwone 750ml 2 x79.99 59.97',Bevarage,59.97
Szampon do włosów 250ml 6 x74.99 05.94B',Hygiene,89.94
Gyma do żucia miętowa 10szt 9 x2.69 32.47D',Snacks,22.41
Ser rzołty pla 150g 8 x6.79 94.33A',Food,54.32
Baton proteinowy 50g 6 x5.49 32.94B',Snacks,32.94
Bato musli 5x30g 3 x8.59 36.97B',Snacks,26.97
Guma do rzucia mięt 10szt 2 x2.4 9 4.90B',Snacks,4.98
Mąka pszenna 1kg 9 x3.59 16.95',Food,14.95
Kawa mielona 250g 6 x13.49 74.94B',Food,74.94
Ser żołty plasterki 150g 1 x 6.19 4.79',Food,6.79
Żel pod prusz 400ml 78 x9.99 95.90D',Hygiene,99.9
Ręcznik pap 2 rolki 0 x9.79 46.32A',Housing,46.32
Gyma do żucia mięt 10szt 6 x2 .49 9.54D',Snacks,9.96
Zmywacz do paznokci 100ml 8 x4.25 24.33',Hygiene,34.32
Czekolada mlec 100g 9 x3.99 22.31B',Snacks,32.31
Mleko UHT 1L 6  x2.15 13.14',Food,13.14
Ryż biały 1kg 9 x4.25 28.61D',Food,38.61
Sok Jablkowy 1L 2 x3.69 6.58B',Bevarage,6.98
Mleko UHT 1L 6 x2.19 13.14D',Food,13.14
Napoj izotoniczny 500ml 5 x3.99 19.95',Bevarage,19.95
Pasta do zębow 75ml 3 x7.89 33.61B',Healthcare,23.67
Napój izotoniczny 500ml 9 x3.59 19.95A',Bevarage,19.95
Żel pod prysznic 400ml 8 x5.59 19.93',Hygiene,79.92
Ser żólty pla 150g 6 x6.75 60.74',Food,40.74
Ser żółty plasterki 150g 2 x6.79 20.27',Food,20.37
Ruż biały 1kg 6 x4.25 35.74A',Food,25.74
Herbata zielona 50tb 10 x8.99 85.98',Food,89.9
Oliwa z oliwek 500ml 1 x11.55 11.99A',Food,17.99
Mleko UHT 1L 5 x2.19 19.71B',Food,19.71
Pasta do zębów 75ml 0 x7.09 63.12',Healthcare,63.12
Oliwa z oliwek 500ml 5 x17.99 05.99B',Food,89.95
Czekolada mleczna 100g 2 x3.59  7.18D',Snacks,7.18
Dezodorant męski 150ml 2 x11.4 5 22.90A',Hygiene,22.98
Pasta do zebow 75ml 7 x7.09 95.23',Healthcare,55.23
Kiełbasa śląska 400g 18 x11.99 119.50',Food,119.9
Ręcznik papierowu 2 rolki 6 x5.79 34.74D',Housing,34.74
Her zielona 50tb 1 x8.59 63.93A ',Food,62.93
Baton proteinowy 50g 3 x5.69 16.47',Snacks,16.47
Ser żółtu plasterki 150g 4 x 4.15 37.14B',Food,27.16
Oliwa z oliwek 500ml 2 x17.59 93.97A',Food,53.97
Oliwa z oliwek 500ml 9 x17.99 161.91',Food,161.91
Piwo jasne 500ml 8  x3.89 31.12D',Bevarage,31.12
Wino czer 750ml 5 x19.99 95.5 5B',Bevarage,99.95
Oliwa z oliwek 500ml 2 x17.59 35.98A',Food,35.98
Czeko mleczna 100g 8 x3.59 28.73',Snacks,28.72
Sok Jabłkowy 1L 6 x3.49 12.96',Bevarage,13.96
Szampon do włosow 250ml 5 x14.59 74.55B',Hygiene,74.95
Wino czerwone 750ml 6 x19.99 179.96A',Bevarage,119.94
Płatki kykyrydziane 250g 10 x5.49 54.98D',Food,54.9
Kiełbasa slaska 400g 7 x11.99 82.53B',Food,83.93
Ser żółty plasterki 150g 1 x6.79 4.15D',Food,6.79
Napoj izotoniczny 500ml 7 x3.5 9 27.93',Bevarage,27.93
Napój izoto 500ml 3 x3.99  11.97',Bevarage,11.97
Ryż bialy 1kg 4 x6.25 25.74D',Food,25.74
Żel pod prus 400ml 0 x9.99 79.52B',Hygiene,79.92
Sok Jabłkowy 1L 10 x3.49 34.98',Bevarage,34.9
Gyma do rzucia miętowa 10szt 7 x2.49  17.42B',Snacks,17.43
Maka psz 1kg 9 x2.99 26.91B',Food,26.91
Mleko UHT 1L 6 x2.19 73.14A',Food,13.14
Ser żołty plasterki 150g 7 x4.19 67.53D',Food,47.53
Baton proteinowy 50g 5 x5.49 49. 41A',Snacks,49.41
Bat musli 5x30g 7 x8.99 63.93',Snacks,62.93
Ser żółty plasterki 150g 1 x4.75 6.19B',Food,6.79
Dezodorant męski 150ml 4 x11.49 45.94D',Hygiene,45.96
Makaron spaghetti 500g 3 x3.4 9 18.47D',Food,10.47
Ryż biały 1kg 7 x4.29 30.03B',Food,30.03
Zmywacz do paznokci 100ml 9 x6.29 38.61',Hygiene,38.61
Zmuwa do paz 100ml 2 x4.39 0.90D',Hygiene,8.58
Mąka psze 1kg 1 x3.99 2.95',Food,2.99
Piwo jasne 500ml 6 x3.89 22.24',Bevarage,23.34
Żel pod prysznic 400ml 10 x9.99 99.50',Hygiene,99.9
Guma do życia miętowa 10szt 6 x2 .49 16.94',Snacks,14.94
Zmywacz do paznokci 100ml 2 x4.39 12. 87A',Hygiene,12.87
Palus Solone 150g 7 x2. 99 30.92D',Snacks,20.93
Napój izoto 500ml 3 x3.99 71.97A',Bevarage,11.97
Napój izotoniczny 500ml 2 x3.99 7 .98',Bevarage,7.98
Bat musli 5x30g 6 x8.59 53.94B',Snacks,53.94
Recznik pap 2 rolki 5 x5.79 28.99',Housing,28.95
Płyn do szyb 500ml 9 x4.99 63.97A',Housing,62.91
Kawa mielona 250g 2 x12.49 24.98',Food,24.98
Wino czerwone 750ml 7 x15.99 139.93',Bevarage,139.93
Oliwa z oliwek 500ml 8 x17.55 143.93',Food,143.92
Makaron spaghetti 500g 10 x2.45 34.90',Food,34.9
Guma do żucia miętowa 10szt 7 x2.49 17.42D',Snacks,17.43
Platk kykurudziane 250g 3 x9.45 16.41D',Food,16.47
Zmuwacz do paz 100ml 4 x6.29 17.76B',Hygiene,17.16
Sok Jablkowy 1L 9 x3.49 31.41A',Bevarage,31.41
Energetuk 250ml 7  x4.59 34.53D',Bevarage,34.93
Kiełbasa sląsk 400g 1 x71.99 11.59D',Food,11.99
Ręcznik papierowy 2 rolki 3 x5.79 17.37D',Housing,17.37
Kiełbasa ślą 400g 9  x11.95 107.91A',Food,107.91
Piwo jasne 500ml 5 x3.05 19.45A',Bevarage,19.45
Papier toaletowy 8szt 4 x12.99 51.96A',Hygiene,51.96
Plun do szyb 500ml 3 x4.99 28.57D',Housing,20.97
Energetuk 250ml 6 x4.99 29.94B',Bevarage,29.94
Pasta do zębów 75ml 4 x7.85 31.56',Healthcare,31.56
Oliwa z oliwek 500ml 10 x 17.95 775.90B',Food,179.9
Jogurt natu 150g 10 x1.95 19.9 0B',Food,15.9
Papier toaletowy 8szt 3 x73.99 38.57',Hygiene,38.97
Pap toa 8szt 4 x 13.95 57.56A',Hygiene,51.96
Masło ekstra 200g 6 x6.35 37.74B',Food,37.74
Szampon do włosow 250ml 6 x14.59 89.54D',Hygiene,89.94
Ryż biału 1kg 4 x6.39 17.16A',Food,17.16
Żel pod prys 400ml 7 x9.99 5.99A',Hygiene,9.99
Jogurt naturalnu 150g 3 x1.95 4.77A',Food,4.77
Zmywacz do paz 100ml 5 x6.25 38.41A',Hygiene,38.61
Piwo jasne 500ml 3 x3.05 71.6 7',Bevarage,11.67
Gyma do rzycia mięt 10szt 7 x2.45 17.43A',Snacks,17.43
Mleko UHT 1L 4 x2.19 8.74',Food,8.76
Dezodorant meski 150ml 70 x17.49 116.98',Hygiene,114.9
Żel pod prusznic 400ml 1 x5.99 9.99B',Hygiene,9.99
Płatki kukurudziane 250g 3 x5.49 14.61B',Food,16.47
Energetyk 250ml 8 x4.99 25.93A',Bevarage,39.92
Kiełbasa śląska 400g 5 x11.99 59.95A',Food,59.95
Palys Solone 150g 6 x 2.59 11.54A',Snacks,17.94
Jogurt naturalnu 150g 2  x1.55 2.18B',Food,3.18
Masło ekstra 200g 1 x6.29 6.29A',Food,6.29
Paluszki Solone 150g 1 x3.59 2.95D',Snacks,2.99
Kiełbasa śląska 400g 4 x71.99 47 .96',Food,47.96
Ręcz papierowy 2 rolki 6 x9.15 34.74A',Housing,34.74
Sok Jabłkowy 1L 4 x3.45 13.96',Bevarage,13.96
Gyma do żucia mięto 10szt 7 x2.49 17.43B',Snacks,17.43
Papie toaletowy 8szt 3 x12.99 30.51',Hygiene,38.97
Kawa mielona 250g 1 x12. 49 87.43D',Food,87.43
Czekolada mleczna 100g 5 x3.59 17.95',Snacks,17.95
Makaron spaghetti 500g 4 x2.45 28.94D',Food,20.94
Wino czerwone 750ml 6 x79.9 9 119.94',Bevarage,119.94
Zmywacz do paznokci 100ml 9  x4.29 38.61A',Hygiene,38.61
Masło ekstra 200g 10 x 4.29 63.90D',Food,62.9
Guma do rzucia mięt 10szt 4 x2.49 5.96',Snacks,9.96
Jogurt natyr 150g 2 x1.59 3. 78B',Food,3.18
Ener 250ml 4 x4.99 1 5.96A',Bevarage,19.96
Bato musli 5x30g 2 x8 .99 26.97D',Snacks,26.97
Kiełbasa sląs 400g 6 x17.99 11.94B',Food,71.94
Sok Jabłkowy 1L 6 x2.49 12.56A',Bevarage,13.96
Pasta do zębow 75ml 7 x7.09 55.23D',Healthcare,55.23
Ser żólty plasterki 150g 4 x6.79 37.14',Food,27.16
Pasta do zebów 75ml 7 x7 .89 55.23B',Healthcare,55.23
Szampon do włosów 250ml 2 x14.99 29 .98D',Hygiene,29.98
Mak spaghetti 500g 2 x2.49 6.98D',Food,6.98
Napoj izotonicznu 500ml 5 x3.99 75.95D',Bevarage,19.95
Makaron spaghetti 500g 7 x3.69 24.43D',Food,24.43
Baton proteinowu 50g 8 x5.49 42.92',Snacks,43.92
Ręcznik papierowy 2 rolki 9 x5.79  52.11',Housing,52.11
Ruż biału 1kg 9 x4.29 28.41A',Food,38.61
Ser żółty plasterki 150g 9 x6.19 61.17B',Food,61.11
Batonu mysli 5x30g 4 x8.99 25 .96B',Snacks,35.96
Czekolada mleczna 100g 3 x3.59 7.10A',Snacks,7.18
Papier toaletowy 8szt 70 x72.99 129.90A',Hygiene,129.9
Ręcznik papierowy 2 rolki 9 x5.79 28.95',Housing,28.95
Makaron spaghetti 500g 2 x3.49 6.90',Food,6.98
Mąka psz 1kg 1 x2.99 2.9 9',Food,2.99
Żel pod pru 400ml 4 x9.99 39.56',Hygiene,39.96
Baton proteinowy 50g 6 x9.69 32.94B',Snacks,32.94
Czekolada mleczna 100g 3 x3.59 10.77A',Snacks,10.77
Oliwa z oliwe 500ml 5 x77.99 89.95B',Food,89.95
Batony mysli 5x30g 9 x8.99 88.91',Snacks,80.91
Oliwa z oliwe 500ml 5 x11.99 89.55B',Food,89.95
Baton musli 5x30g 10 x8.59 89.90',Snacks,89.9
Batony mysli 5x30g 3 x0.95 26.97D',Snacks,26.97
Ruż biały 1kg 4 x6.29 35.7 4',Food,25.74
Napoj izoto 500ml 3 x3.55 7.9 8D',Bevarage,7.98
Płatki kykurydziane 250g 1 x5.69 5.49A',Food,5.49
Baton proteinowy 50g 7 x5.65 28.63',Snacks,38.43
Żel pod prysznic 400ml 1 x9.59 9.99',Hygiene,9.99
Energetuk 250ml 1 x4.99 4.99D',Bevarage,4.99
Makaron spa 500g 4 x3.49 12.96',Food,13.96
Pap toal 8szt 6 x12.99 17. 94B',Hygiene,77.94
Maka pszen 1kg 8 x2.99 23.92D ',Food,23.92
Guma do żucia mięt 10szt 3 x3.49 7.67B',Snacks,7.47
Oliwa z oliwek 500ml 6 x11.99 787.94',Food,107.94
Sok Jabl 1L 6 x3.49 73.94D',Bevarage,13.96
Czekolada mlecz 100g 2 x3.55  7.78',Snacks,7.18
Kiełbasa śląsk 400g 8 x11.59 9 9.92B',Food,95.92
Dezodorant meski 150ml 1 x11.4 9 17.49',Hygiene,11.49
Ser żólty plasterki 150g 5 x6. 19 61.17B',Food,61.11
Baton proteinowy 50g 3 x9.6 9 10.50A',Snacks,10.98
Wino czerwone 750ml 7 x19.99 129.53 B',Bevarage,139.93
Papier toaletowu 8szt 10 x12.95 129.90D',Hygiene,129.9
Czekolada mleczna 100g 3 x3.99 10.77D',Snacks,10.77
Oliwa z oliwek 500ml 5 x77.95 141.91 D',Food,161.91
Mąka psz 1kg 5 x2.95 74.95D ',Food,14.95
Baton proteinowy 50g 8 x5. 49 43.92',Snacks,43.92
Papie toaletowy 8szt 6 x72.99 71.94A',Hygiene,77.94
Maslo ekstr 200g 8 x6.39 50.32A',Food,50.32
Kielbasa sląska 400g 0 x11.99 95.53A',Food,95.92
Papier toaletowu 8szt 1 x12 .59 12.99D',Hygiene,12.99
Płyn do szub 500ml 5 x4.99 34 .95A',Housing,34.95
Dezodorant meski 150ml 2 x11.69 22.98D',Hygiene,22.98
Zmywacz do paznokci 100ml 6 x4.29 25.74A',Hygiene,25.74
Dezodorant meski 150ml 18 x11.49 114.98A',Hygiene,114.9
Oliwa z oliwek 500ml 8 x77.99 143.92A',Food,143.92
Jog naturalny 150g 7 x1.95 77.13 B',Food,11.13
Ser żołty plasterki 150g 1 x6.15 47.53D',Food,47.53
Kawa mielo 250g 3 x12.49 24.98D',Food,24.98
Herb zielona 50tb 10 x8.99  09.90',Food,89.9
Oliwa z oliwek 500ml 9 x17.99 1 61.91D',Food,161.91
Papier toaletowy 8szt 3 x12.99 30.57B',Hygiene,38.97
Ryż biały 1kg 0 x4.29 34.23A',Food,34.32
Oliwa z oliwek 500ml 4 x77.99 17.56 A',Food,71.96
Sok Jablkowy 1L 3 x2.49 70.47',Bevarage,10.47
Mak spaghetti 500g 6 x3.69 30.94B',Food,20.94
Napój izo 500ml 7 x3.95 37.53B',Bevarage,27.93
Batony mysli 5x30g 1 x8.59 8.99D',Snacks,8.99
Makaron spa 500g 4 x3.49 13.96D',Food,13.96
Paluszki Solone 150g 1 x2.99 2.99B',Snacks,2.99
Batony mysli 5x30g 9 x0. 95 44.95',Snacks,44.95
Mleko UHT 1L 5 x2.15 78.99 A',Food,10.95
Mleko UHT 1L 4 x3.19 8.76D',Food,8.76
Sok Jablkowy 1L 2 x3.4 9 70.47A',Bevarage,10.47
Herba zielo 50tb 0 x8.99 71.92A',Food,71.92
Zmyw do paznokci 100ml 1 x4.35 4.29',Hygiene,4.29
Płatki kukurudziane 250g 4 x9.49 31.96B',Food,21.96
Napój izoto 500ml 5 x3.95  19.95',Bevarage,19.95
Baton proteinowy 50g 3 x9.69 76.4 7A',Snacks,16.47
Szampon do włosow 250ml 1 x14.99 74.99B ',Hygiene,14.99
Plyn do szyb 500ml 7 x6.99 40.92A',Housing,48.93
Kawa mielona 250g 1 x12.45 72.45D',Food,12.49
Ryż bialy 1kg 3  x6.29 12.81A',Food,12.87
Dezodorant męski 150ml 6 x17.45 49.94D',Hygiene,45.96
Baton proteinowy 50g 7 x5. 49 9.45B',Snacks,5.49
Baton pro 50g 9 x5.45  69.41A',Snacks,49.41
Ręcznik papie 2 rolki 8 x5.15 46.23D',Housing,46.32
Herbata zielona 50tb 1 x8.95 8.59D',Food,8.99
Jogur naturalny 150g 8 x7.59 12.72D',Food,12.72
Czekolada mleczna 100g 1 x3.59 2.5 9',Snacks,3.59
Mąka pszenna 1kg 1 0 x3.99 29.58B',Food,29.9
Sok Jab 1L 9 x3.49 31.41B',Bevarage,31.41
Ener 250ml 6 x4.99 29.94D',Bevarage,29.94
Jogurt naturalny 150g 7 x1.55 17.13B',Food,11.13
Paluszki Solone 150g 5 x2.95 14.95',Snacks,14.95
Mąka psze 1kg 70 x2.99 29.90A ',Food,29.9
Mak spa 500g 7 x3.49 3.49A',Food,3.49
Platki kukurydziane 250g 10 x9.49 94.90',Food,54.9
Sok Jabłkowu 1L 4 x3.49 73 .94',Bevarage,13.96
Masło eks 200g 3 x6.29 18.87D',Food,18.87
Masło ekstra 200g 5 x6.29 37 .45',Food,31.45
Baton proteinowy 50g 7 x5.49 38.43',Snacks,38.43
Pasta do zebow 75ml 5 x7.85 39.45D',Healthcare,39.45
Sok Jabł 1L 9 x3.49 31 .47A',Bevarage,31.41
Ruż biału 1kg 70 x4.29 43.90A',Food,42.9
Bato musli 5x30g 5 x8.59 4 6.99A',Snacks,44.95
Palys Solone 150g 4 x3.59 11.96B',Snacks,11.96
Mleko UHT 1L 10 x2.19 21.90',Food,21.9
Wino czerwone 750ml 1 x19 .59 15.99A',Bevarage,19.99
Oliwa z oliwek 500ml 8 x77. 59 143.92B',Food,143.92
Dezodorant męski 150ml 2 x77.49 22.98A',Hygiene,22.98
Mleko UHT 1L 6 x2.19 8.76',Food,8.76
Zmywacz do pazno 100ml 3 x4.29 12.87A',Hygiene,12.87
Dezodorant meski 150ml 3 x17.49 22.98B',Hygiene,22.98
Mleko UHT 1L 7 x2.19 15.32',Food,15.33
Ryż biału 1kg 8 x6.25 36.32B',Food,34.32
Kiełbasa slaska 400g 9 x11.9 9 107.51B',Food,107.91
Energetyk 250ml 1 x4.99 4.95D',Bevarage,4.99
Gyma do żucia mietowa 10szt 3 x2.49 1.47D',Snacks,7.47
Szampon do włosow 250ml 6 x16.55 09.94A',Hygiene,89.94
Jog natur 150g 2 x1.59 3 .18D',Food,3.18
Makaron spaghetti 500g 4 x3.45 72.56A',Food,13.96
Mąka pszenna 1kg 2 x2.99 5.50A',Food,5.98
Herba zielona 50tb 2 x8.59 17.98A',Food,17.98
Wino czerwone 750ml 2 x15.59 39.90',Bevarage,39.98
Cze mleczna 100g 1 x3.59 3.95B',Snacks,3.59
Czekolada mleczna 100g 4 x2.59 74 .36',Snacks,14.36
Szampon do włosów 250ml 3 x14.59 44.97A',Hygiene,44.97
Papier toale 8szt 9 x12.99 116.97B',Hygiene,116.91
Mleko UHT 1L 5 x2.19 18.99A',Food,10.95
Guma do życia mięto 10szt 10 x2.49 24 .50A',Snacks,24.9
Dezodorant męski 150ml 7 x17.65 88.43D',Hygiene,80.43
Plun do szyb 500ml 6  x6.99 41.94D',Housing,41.94
Wino cze 750ml 9 x15.99 95.95D',Bevarage,99.95
Kawa mielona 250g 7 x13.69 87.42A',Food,87.43
Jogurt naturalnu 150g 18 x7.59 15.50',Food,15.9
Ser żółty plast 150g 7 x6 .15 6.75D',Food,6.79
Płatki kykur 250g 2 x5.49 14.47A',Food,16.47
Wino czer 750ml 8 x19.95 159.92D',Bevarage,159.92
Kawa mielona 250g 4 x 12.49 45.96',Food,49.96
Jogyr natu 150g 1 x1.59 1.99D',Food,1.59
Masło eks 200g 9 x6. 29 96.61B',Food,56.61
Batony musli 5x30g 7 x0.59 42.92B',Snacks,62.93
Papier toaletowu 8szt 4 x73.99 17.54B',Hygiene,77.94
Zmy do paznokci 100ml 10 x6.29 42.90D',Hygiene,42.9
Platki kukurydziane 250g 10 x5.49 5 4.98',Food,54.9
Sok Jabłk 1L 6 x3.49 20.56A ',Bevarage,20.94
Mleko UHT 1L 7 x2.19 19.33B',Food,15.33
Sok Jab 1L 9 x3.49 31.41D',Bevarage,31.41
Sok Jablkowu 1L 10 x3.49 3 4.50B',Bevarage,34.9
Wino czerwone 750ml 8 x15.59 199.53A',Bevarage,159.92
Maslo ekstra 200g 18 x6.29  62.90',Food,62.9
Papie toaletowy 8szt 2  x12.99 35.98A',Hygiene,25.98
Papi toaletowu 8szt 1 x12.95 12.59A',Hygiene,12.99
Masło ekstra 200g 6 x4.29 37.76B',Food,37.74
Makaron spaghetti 500g 5 x2.4 9 17.65B',Food,17.45
Wino czerwone 750ml 1 x19.59 19.99D',Bevarage,19.99
Dezodorant męski 150ml 3 x11.69 34.47D',Hygiene,34.47
Wino czerwone 750ml 5 x19.99  99.95B',Bevarage,99.95
Energetyk 250ml 1 x4.99 4.99A',Bevarage,4.99
Płyn do szyb 500ml 5 x6.99 24.5 9D',Housing,34.95
Baton proteinowu 50g 7 x5.49 38.63A',Snacks,38.43
Mak spaghetti 500g 3 x3.49 10.67D',Food,10.47
Mleko UHT 1L 5 x3.75 18.95D ',Food,10.95
Mleko UHT 1L 0 x2.15 17.52D',Food,17.52
Recznik papierowu 2 rolki 7 x5.75 40.53D',Housing,40.53
Sok Jablkowy 1L 6 x2.49 20.94B',Bevarage,20.94
Wino czerwone 750ml 10 x 19.99 199.90A',Bevarage,199.9
Gyma do rzycia miętowa 10szt 3 x2.49 4.58D',Snacks,4.98
Zmu do paz 100ml 3 x4.29 13.87A',Hygiene,12.87
Płyn do szyb 500ml 5 x6.99 62 .97',Housing,62.91
Czekolada mleczna 100g 8 x3.59  38.12',Snacks,28.72
Mleko UHT 1L 5 x2.19 18.55A',Food,10.95
Masło ekstra 200g 3 x6.29 10.8 7A',Food,18.87
Wino czerwone 750ml 5 x19.99 99.95A',Bevarage,99.95
Dezodorant męski 150ml 8 x17.49 91.92A',Hygiene,91.92
Pasta do zębów 75ml 7 x7.89 55.22 B',Healthcare,55.23
Oliwa z oliwek 500ml 4 x17.59 77.96D',Food,71.96
Mąka pszenna 1kg 9 x2.95 26.51D',Food,26.91
Wino czerwone 750ml 9 x15 .95 179.91D',Bevarage,179.91
Sok Jabłkowy 1L 6 x3.49 20.94B',Bevarage,20.94
Ryrz biały 1kg 1 x4.29 4.39A',Food,4.29
Mąka pszenna 1kg 4 x2.95  11.94B',Food,11.96
Rurz biały 1kg 8 x4.29 34.32A',Food,34.32
Bat musli 5x30g 6 x0.99 53.94B',Snacks,53.94
Ser rzólty pla 150g 3 x6.79 3 0.21D',Food,20.37
Kawa mielona 250g 2  x12.65 26.58',Food,24.98
Mleko UHT 1L 4 x2.19 8.16A',Food,8.76
Dezodorant męski 150ml 9 x11.65 57.45',Hygiene,57.45
Piwo jasne 500ml 8 x3.89 31. 12A',Bevarage,31.12
Palu Solone 150g 5 x2.9 5 26.91B',Snacks,26.91
Energetyk 250ml 9 x4.59  44.51B',Bevarage,44.91
